,Agreement Counts,Entropies
0,2,1.6525608149906226
1,2,0.6231800289194447
2,1,0.3899294487636446
3,2,0.8742629549118188
4,2,2.8475627163023636
5,1,0.2864392799805039
6,2,2.511520346681485
7,1,0.05883322748051106
8,1,1.9098036102036111
9,2,1.847760031232261
10,2,0.11910560678997734
11,2,0.470494954069121
12,1,0.2520917562708765
13,2,1.860737548091176
14,2,2.043653794312077
15,1,1.2263839302404849
16,1,2.1303773272572
17,2,0.2551484867932562
18,2,1.5538915719915467
19,1,0.2172455448483805
20,1,0.42559129790701716
21,2,1.8669612851212574
22,2,0.7046045886166534
23,1,0.47488490485288304
24,1,0.06940688781752341
25,2,0.12447140973209214
26,2,1.803958010105533
27,2,2.7538743311710587
28,1,0.34987432301056826
29,2,2.475507123619758
30,2,1.3626578241001424
31,2,2.277887624294187
32,3,2.736875143576088
33,2,2.051869724266879
34,2,2.0334960868502874
35,2,1.4287490654335557
36,2,1.980823220703954
37,2,0.738192571468005
38,1,0.2443476850309375
39,2,0.9174723294851576
40,2,2.5384126806201244
41,1,0.10117609581538073
42,3,2.905371943858351
43,2,1.3098634875913056
44,1,0.9655345833118764
45,3,0.7799815303452867
46,2,1.6874783640762892
47,2,1.888158896056516
48,1,1.0992722906729933
49,2,0.0994137420843204
50,1,2.2748832328070185
51,2,1.864992305462741
52,1,1.0355567142279924
53,1,0.4208333441822183
54,1,0.7974305721684797
55,1,0.03959339629802309
56,3,1.1555962692663182
57,1,2.470998961233115
58,2,1.785317132895343
59,2,0.48918291831205496
60,2,2.2018642848948753
61,2,2.2187979316595947
62,1,0.26311918083410224
63,2,2.6267996091177057
64,2,2.3700646838044497
65,2,1.5969125083160827
66,2,2.355582849562164
67,1,2.8289975229555027
68,2,2.947755980253154
69,1,0.8610819244174251
70,2,2.3027988752402715
71,2,0.6426910708196336
72,2,1.838426961519397
73,1,2.7172694621446856
74,1,0.5153601937235811
75,2,2.069055312365998
76,2,2.4138225600996135
77,2,0.8998986206298817
78,3,1.9147287942018691
79,2,2.8318337553951465
80,2,2.3784149732705187
81,1,2.3514476893278253
82,2,1.8250221729908442
83,3,2.2352524594921928
84,2,0.002785719088680611
85,1,0.02008069374782223
86,2,1.519868012746419
87,2,1.8465619560420246
88,2,2.92460196918018
89,2,0.9173407578176067
90,2,2.3767567594745174
91,1,0.055130089287342615
92,1,1.3962738774064893
93,2,0.39730671576418486
94,2,2.7655826439811797
95,2,1.1012185184392616
96,2,1.843243821222643
97,2,0.2718838280131611
98,3,2.115031613174201
99,1,0.9108756815559997
100,2,1.8692049967554911
101,2,1.0830700514661515
102,2,2.1102435101093335
103,1,0.7959922517137232
104,2,1.6280780227621445
105,2,1.5785144408396559
106,3,2.5064626515471
107,1,0.9833174698060814
108,2,2.51752068467909
109,2,1.8194781862169684
110,2,2.6145744276490714
111,2,2.441340208305247
112,1,0.19096239453263045
113,2,1.4431848587218608
114,1,0.36945994340113775
115,2,0.5685904566533424
116,2,3.146971490767638
117,2,0.7544992618186088
118,2,1.2853379631506867
119,2,2.1443361555875162
120,2,1.9050885466140064
121,2,1.2749316195528366
122,1,1.6978043859854473
123,1,0.4890318705969598
124,1,0.15543013924351876
125,2,1.6432876317504614
126,1,0.535840823029623
127,2,2.0587113254657234
128,3,0.5123288619481842
129,1,0.5231079954814308
130,1,0.5995806165139419
131,2,0.8976796275454787
132,2,2.9967824019219935
133,2,1.3971245265091075
134,2,3.188608058059746
135,1,0.2731945238703294
136,2,2.436686675604202
137,1,0.3059883660603067
138,1,0.2355071220113162
139,2,2.746688274316634
140,2,2.9127195763527323
141,1,1.1597906574330288
142,2,0.2620674724453026
143,3,2.4278814810198823
144,1,1.2379655451528515
145,3,3.1379081908647612
146,2,3.170086417860145
147,2,2.124503211527952
148,2,2.051917057546318
149,2,0.7332579474688711
150,2,0.5457920111197054
151,2,2.440405608823078
152,3,1.1756697312271702
153,2,1.128877893749793
154,2,1.4780464640183881
155,2,1.0521854959717722
156,1,0.5329310285601674
157,3,0.588565269558317
158,2,2.138752915566486
159,2,2.3080744604394603
160,1,0.12293209391353956
161,2,1.0929437836763647
162,1,1.4584087571287834
163,2,1.3955795476218127
164,2,2.63759835603617
165,2,1.469492033393141
166,1,0.15709976092148664
167,2,2.6619712132571913
168,2,2.7630130691678523
169,3,0.053768821439734646
170,2,0.08227653065455813
171,2,0.49226073034778395
172,2,2.659324275555856
173,2,2.2530688964956815
174,1,0.9042559189659324
175,1,0.09784516870417556
176,1,0.14461558258531576
177,2,1.5353559814864646
178,3,1.9349142281704574
179,2,2.027374032527764
180,1,2.341830495527915
181,2,0.031489676980264586
182,1,2.4739015072063055
183,3,2.6795258733840503
184,1,2.423057431242648
185,2,1.7077166402353596
186,1,0.6728706196057885
187,1,2.185056715257458
188,2,2.9574598248513615
189,1,2.2232651969881916
190,1,0.17782735812742564
191,2,0.02188407455132698
192,2,3.2888646155604264
193,2,1.2191689337940586
194,1,0.31611609448820494
195,2,2.745328645811712
196,2,1.9497893716998183
197,2,3.1676576946116883
198,2,2.9835517600104393
199,1,2.2344116073643296
200,2,0.17497381101157308
201,1,1.9218396291548852
202,2,1.5025222579179804
203,2,1.2831999920057153
204,2,2.1985217972973197
205,2,2.1535747146506714
206,1,2.4112436853127868
207,2,2.169047849355616
208,3,1.3484164497690156
209,2,1.3184902658564621
210,3,1.4465803732981382
211,2,0.5810371235460301
212,2,1.953125148305767
213,2,1.9966146062137193
214,1,2.282225560392838
215,1,0.8082349618421009
216,2,1.626148589278339
217,2,1.6807150765800836
218,1,0.35572592371645567
219,2,1.02739011197067
220,1,0.10933652075263255
221,1,0.33778604762201236
222,2,2.202511451614841
223,2,0.5164055959670711
224,2,0.8737883173344518
225,2,1.64473380785224
226,1,1.9626459610955693
227,2,0.9294118243129998
228,1,0.6495512372379664
229,2,2.0350227111967323
230,1,0.08774064769077713
231,2,2.4434789472030656
232,2,2.9306247958760574
233,2,1.3917224670118793
234,2,1.990711219913261
235,2,2.750259523339641
236,2,2.2026947878568572
237,2,0.4869570125301027
238,1,0.3422601879883398
239,1,1.8321199301438826
240,2,1.321138976585541
241,2,2.802051389712452
242,1,0.17540485730641792
243,1,0.8024753807484456
244,3,2.6499555411322357
245,3,0.4069671459066465
246,2,2.3062393016061566
247,2,1.2488591729518685
248,2,1.7998908186295002
249,2,1.5190800294649287
250,2,0.07581577024026748
251,1,2.921555381806128
252,1,2.315788869686944
253,1,0.12105775844439498
254,1,2.5413928467587708
255,2,1.7574529187842938
256,3,2.007297550630495
257,1,0.13925889423327262
258,1,0.10358129156549727
259,1,0.04632842059826228
260,2,0.09763276697250471
261,1,3.198868242198433
262,1,2.0147286391055474
263,3,0.6269205965286782
264,2,2.9672396662983043
265,2,2.504153546886754
266,3,0.3346251687009684
267,2,0.7809617137231427
268,1,3.2659380512650755
269,3,2.568970944206346
270,2,2.1178464055455373
271,1,1.028999562078513
272,2,0.699782102771625
273,2,1.2481626775779016
274,2,2.3382677418944864
275,2,2.5051918090295615
276,2,2.093829487999434
277,1,2.2253695238658624
278,1,0.11398839613446232
279,3,1.0604442356045798
280,1,0.0632858219982485
281,1,1.0808821211389332
282,1,0.15092411064270264
283,2,1.70268473541048
284,3,2.2108189073473152
285,2,1.216384244979279
286,2,1.8108563067009211
287,2,3.1786550066378414
288,1,0.728205476677205
289,1,0.4050843567613065
290,2,2.109408589778598
291,1,0.08659289623152014
292,1,1.9968823394681985
293,1,0.2891814162006314
294,2,0.21043261382745432
295,1,0.9286372067563042
296,3,1.8617165449214321
297,2,2.3512148762899607
298,3,1.0501036308320921
299,2,3.470881819885828
300,1,1.9778252942091206
301,3,2.212476848052663
302,2,2.957204590591574
303,2,2.5513100884020585
304,2,1.086503256009384
305,3,2.659038343084495
306,2,1.7440555286061301
307,2,2.563810993297924
308,2,2.9469828768364548
309,1,0.3264773591133174
310,2,2.748891250714778
311,2,1.2454163495660853
312,1,1.758245002679919
313,1,2.1438234079284504
314,1,2.5548111180750865
315,2,3.1188664664916024
316,2,0.0954684758811205
317,2,1.7041072140846136
318,2,3.117403591630893
319,2,2.0172557689135133
320,2,1.9563108037554682
321,3,0.0407670934503204
322,2,2.0760054341548195
323,1,0.26887010420141966
324,2,0.9083093300066855
325,2,1.6415870768903313
326,2,2.2433974478021863
327,2,2.683298475571912
328,2,2.7707296360033102
329,2,2.125743640084644
330,2,2.1444659296635424
331,2,2.367547500452993
332,2,0.5351792067090549
333,3,2.3341507902160763
334,1,2.546268978497328
335,2,1.7223658401495059
336,2,2.8478497495706527
337,2,2.1000861126234587
338,3,0.8581376697144214
339,1,2.2522046115486556
340,2,0.5039505998084604
341,1,1.580553025296923
342,2,1.7550020711717145
343,2,1.4629725665761548
344,2,2.1368988101828688
345,1,0.052258037604760915
346,1,2.3069129544857003
347,2,2.789027687043565
348,1,0.5163737993423922
349,1,1.2365181919674944
350,2,2.473140172221863
351,2,3.3436930286753044
352,1,2.548320422411328
353,2,1.1190764791954078
354,2,2.851535079526366
355,1,0.2222852790383675
356,2,1.909200771522713
357,2,0.09836074431648341
358,1,0.3136575897598354
359,3,0.24840520562822005
360,3,0.7536663988019671
361,2,2.5095096667441377
362,2,0.34174169040699764
363,3,0.5878585419866176
364,2,0.14257304025962952
365,1,1.2986218111775645
