,Agreement Counts,Entropies
0,5,1.562959192000466
1,5,0.042319021985398525
2,4,1.6688953089065586
3,4,1.1721505448701202
4,4,0.7434149589955817
5,3,1.3672279617637837
6,3,0.9681683527269573
7,3,1.31758439869599
8,5,1.0806858819864775
9,5,1.3345920539960665
10,3,0.3657593365528634
11,5,0.05055431065990393
12,3,0.5490641278123171
13,4,0.5461328153507001
14,3,0.5473454536203758
15,3,2.31624815244534
16,3,1.0894020546069128
17,3,1.053649834214374
18,5,0.21239305514840276
19,5,0.8642247687051211
20,5,1.1726871282491198
21,3,0.48038896980994333
22,4,0.15992390276279814
23,4,1.264855589941775
24,4,1.401234332236564
25,3,0.46118079512165255
26,4,0.9946579122662154
27,3,1.6040685641868642
28,4,1.2274127414534821
29,3,1.7570991580643769
30,3,1.3492402565601553
31,3,1.6827249349748048
32,3,1.5857168731922773
33,4,0.7502870315046091
34,5,0.4032508333768631
35,5,1.0350044794577977
36,3,0.2981150697677611
37,4,1.3145516270198307
38,5,0.3862866045587693
39,3,0.7136308331360838
40,5,1.451132993605631
41,3,1.2643446295907654
42,5,0.4525679458417451
43,5,0.26726528242523095
44,4,0.623043870803549
45,5,1.1233564907066957
46,3,0.8813455550275655
47,5,0.06654426364650184
48,3,1.4387646291202927
49,5,0.6334430726723185
50,4,1.4269821074808045
51,5,0.4193620169450595
52,3,1.2684954193745313
53,5,0.24133564025604043
54,3,0.11513190955771344
55,3,1.5829884388449562
56,3,0.5626074367932747
57,5,0.13862314156514954
58,5,0.007114652544805038
59,3,0.8202358896296146
60,5,1.6883949171784947
61,5,0.06665899216689125
62,4,0.7819714675070443
63,3,0.1902351606004366
64,3,0.7859121574545243
65,5,1.0614020087824259
66,3,1.2115648171103188
67,5,1.5433598936917747
68,4,1.3421793428055255
69,4,0.8382343803946531
70,5,1.586248189478946
71,3,1.4912262835994547
72,4,1.2050758011368496
73,3,0.8476429878455143
74,5,1.1778832911328925
75,4,0.6287221480683385
76,5,0.41399454699781785
77,3,0.08118045783634242
78,3,0.10898347292970795
79,5,1.4985466929094022
80,5,0.7712980737751118
81,4,1.7277318223164195
82,5,0.03489533040000687
83,5,0.7249273806091467
84,3,0.46613493348793966
85,2,0.8360944295594865
86,5,1.741699680668753
87,3,0.43322479871068403
88,4,1.7932548805483208
89,5,1.238321443298599
90,3,1.0178307714902388
91,5,0.518428486538168
92,3,1.3145207608722769
93,3,0.7064909477871548
94,3,1.4374661879174604
95,4,1.1722027130383035
96,5,0.03930457242696714
97,3,1.889696817056518
98,5,0.6501631719334598
99,5,0.08887619807614043
100,4,1.8531017013466602
101,4,0.162203412828338
102,4,1.1009216545686855
103,3,1.2622515954913818
104,5,1.1514061684932244
105,5,1.3366435473436173
106,3,1.336783514033168
107,4,0.6267411873411768
108,5,0.16858164239079046
109,4,2.105381194838865
110,5,0.05659390188168653
111,5,0.33552126362538764
112,3,1.7625768698771676
113,4,0.516361417315192
114,3,1.2599719006371681
115,4,0.8608953482677534
116,5,0.21332314207605432
117,4,1.1456971530819147
118,5,1.059942008203532
119,3,1.417437416226788
120,3,1.8382809830106197
121,3,2.1660977197554594
122,5,0.05142638653569722
123,3,1.15712203983821
124,3,1.1173655156982432
125,4,0.28905693905356017
126,3,1.6773692119167876
127,3,0.4401123036978058
128,4,1.0832143202674889
129,3,1.0532867802428998
130,4,0.9952965802774625
131,3,1.7093161625652293
132,5,0.005743560096769101
133,5,0.030732411275196617
134,2,0.3901103826630698
135,3,1.0934510632467225
136,5,0.9534015754842424
137,3,0.87356223816942
138,5,0.7125324668539728
139,4,1.1833251273657823
140,5,1.510109137337801
141,5,0.12507643469737184
142,3,1.5572618982035402
143,3,1.5869474129800383
144,2,1.5986016478933642
145,4,0.021917809013870998
146,4,0.7416575480735487
147,5,0.7482497378730026
148,4,0.016050413176709702
149,3,1.503320723478839
150,5,1.2013960619287316
151,3,0.569366396768913
152,4,0.6360087835607987
153,3,1.4027531911274123
154,4,0.8244509989434199
155,4,1.0864775950751417
156,3,1.3387169397029093
157,3,1.3559914936346886
158,5,0.36673630156811643
159,5,0.6649863110277991
160,5,1.5224753417977084
161,5,1.650688016952109
162,5,0.03977182022349866
163,5,1.195166715186199
164,5,1.1753304725943148
165,5,0.18935529767658543
166,5,0.10488486608159604
167,4,1.8557658438138906
168,4,1.4528593486638386
169,5,0.17883145389811195
170,4,0.5759828865597963
171,4,0.5321806724602681
172,3,0.18001443639629963
173,5,0.7535518201006193
174,5,1.4207996463911583
175,5,0.03716943694352993
176,5,0.40409751453972165
177,3,0.32429655984116645
178,4,1.3653661264269792
179,4,1.184241705544158
180,4,1.5126717532916512
181,3,1.9292897089431214
182,5,0.218774826332907
183,5,0.2539333263552927
184,5,0.23519313048903714
185,5,0.028501727646924574
186,3,1.1189769803655079
187,4,0.3806274160383244
188,5,0.30252868855646825
189,5,1.4444880697984255
190,5,0.23820010235495698
